,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Market Sizes | Historical/Forecast,,,,,,,,,,,
Geography,Category,Data Type,Unit,Current Constant,2017,2018,2019,2020,2021,2022,2023
Bolivia,Juice,Off-trade Value RSP,BOB million,Current Prices,563.7,608.5,656.6,700.6,713.2,760.8,793.4
Bolivia,RTD Coffee,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Bolivia,RTD Coffee,Off-trade Value RSP,BOB million,Current Prices,-,-,-,-,-,-,-
Bolivia,RTD Tea,Off-trade Volume,million litres,-,0.8,1.0,1.1,0.9,1.0,1.0,1.1
Bolivia,RTD Tea,Off-trade Value RSP,BOB million,Current Prices,4.5,5.5,6.2,5.5,5.2,5.5,6.0
Bolivia,Energy Drinks,Off-trade Volume,million litres,-,1.9,2.3,2.7,2.3,2.6,2.8,3.0
Bolivia,Energy Drinks,Off-trade Value RSP,BOB million,Current Prices,85.0,95.8,107.2,84.2,94.7,103.4,112.8
Bolivia,Sports Drinks,Off-trade Volume,million litres,-,11.8,13.0,14.5,16.0,20.2,22.1,23.8
Bolivia,Sports Drinks,Off-trade Value RSP,BOB million,Current Prices,160.8,176.7,198.9,215.1,260.9,264.1,289.1
Bolivia,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Bolivia,Asian Speciality Drinks,Off-trade Value RSP,BOB million,Current Prices,-,-,-,-,-,-,-
Brazil,HW Soft Drinks,Retail Volume,million litres,-,"8,048.5","8,358.1","8,681.7","7,790.1","8,116.7","8,427.1","8,730.6"
Brazil,HW Soft Drinks,Retail Value RSP,BRL million,Current Prices,"22,206.7","24,970.2","28,439.2","28,865.6","31,633.2","35,361.4","39,104.2"
Brazil,Soft Drinks,Off-trade Volume,million litres,-,"19,323.3","19,400.5","19,720.4","18,744.4","19,546.9","20,462.4","21,279.9"
Brazil,Soft Drinks,Off-trade Value RSP,BRL million,Current Prices,"65,885.4","70,904.7","77,243.7","79,296.0","90,317.3","107,546.3","121,061.1"
Brazil,Bottled Water,Off-trade Volume,million litres,-,"7,073.1","7,369.1","7,657.1","6,757.5","6,969.9","7,277.5","7,518.1"
Brazil,Bottled Water,Off-trade Value RSP,BRL million,Current Prices,"11,882.4","13,307.9","14,813.9","14,685.0","16,884.6","19,163.4","21,332.6"
Brazil,Carbonates,Off-trade Volume,million litres,-,"10,251.3","10,016.2","9,999.5","9,937.3","10,282.5","10,667.8","11,079.5"
Brazil,Carbonates,Off-trade Value RSP,BRL million,Current Prices,"29,976.5","31,433.4","33,469.6","34,366.1","39,005.5","47,844.8","53,624.2"
Brazil,Regular Carbonates,Off-trade Volume,million litres,-,"9,721.7","9,500.8","9,488.3","9,446.4","9,774.9","10,103.2","10,450.7"
Brazil,Regular Carbonates,Off-trade Value RSP,BRL million,Current Prices,"27,836.3","29,214.4","31,131.1","31,989.2","36,373.5","44,356.9","49,620.5"
Brazil,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,529.6,515.4,511.2,490.9,507.6,564.6,628.8
Brazil,Reduced Sugar Carbonates,Off-trade Value RSP,BRL million,Current Prices,"2,140.1","2,219.0","2,338.6","2,376.9","2,632.0","3,487.9","4,003.7"
Brazil,Concentrates,Off-trade Volume,million litres,-,229.7,226.7,222.8,224.0,220.5,223.2,217.4
Brazil,Concentrates,Off-trade Value RSP,BRL million,Current Prices,"8,265.4","8,639.0","8,950.2","9,516.4","10,161.1","11,282.1","12,012.1"
Brazil,Juice,Off-trade Volume,million litres,-,"1,479.4","1,487.7","1,507.7","1,481.8","1,598.7","1,710.0","1,788.3"
Brazil,Juice,Off-trade Value RSP,BRL million,Current Prices,"12,195.3","13,263.6","14,545.5","15,209.6","17,709.4","20,766.2","23,479.4"
Brazil,RTD Coffee,Off-trade Volume,million litres,-,1.5,1.4,1.3,1.1,1.1,1.0,1.1
Brazil,RTD Coffee,Off-trade Value RSP,BRL million,Current Prices,21.5,20.9,20.8,17.8,17.4,19.1,20.6
Brazil,RTD Tea,Off-trade Volume,million litres,-,131.9,143.0,159.1,152.5,170.1,184.7,197.3
Brazil,RTD Tea,Off-trade Value RSP,BRL million,Current Prices,974.9,"1,393.3","2,152.5","2,277.4","2,558.6","3,132.7","3,719.3"
Brazil,Energy Drinks,Off-trade Volume,million litres,-,70.2,74.5,93.8,122.9,210.0,274.4,325.7
Brazil,Energy Drinks,Off-trade Value RSP,BRL million,Current Prices,"1,827.8","2,093.7","2,516.6","2,509.1","3,188.6","4,150.8","5,315.7"
Brazil,Sports Drinks,Off-trade Volume,million litres,-,86.2,81.9,79.0,67.3,94.2,123.9,152.4
Brazil,Sports Drinks,Off-trade Value RSP,BRL million,Current Prices,741.6,753.0,774.6,714.7,792.1,"1,187.1","1,557.4"
Brazil,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Brazil,Asian Speciality Drinks,Off-trade Value RSP,BRL million,Current Prices,-,-,-,-,-,-,-
Chile,HW Soft Drinks,Retail Volume,million litres,-,972.8,"1,048.5","1,035.1","1,049.9","1,192.4","1,282.9","1,380.9"
Chile,HW Soft Drinks,Retail Value RSP,CLP million,Current Prices,"833,570.2","891,763.6","917,074.6","945,474.0","1,081,151.5","1,224,774.9","1,378,693.9"
Chile,Soft Drinks,Off-trade Volume,million litres,-,"3,347.9","3,218.4","3,428.3","3,395.5","4,007.7","4,119.8","4,220.0"
Chile,Soft Drinks,Off-trade Value RSP,CLP million,Current Prices,"2,334,391.6","2,514,248.7","2,518,920.8","2,572,544.1","3,075,811.1","3,529,204.0","3,850,691.7"
Chile,Bottled Water,Off-trade Volume,million litres,-,604.5,653.0,692.9,676.0,794.8,824.8,860.1
Chile,Bottled Water,Off-trade Value RSP,CLP million,Current Prices,"370,182.4","397,730.8","431,446.5","433,748.0","515,969.1","572,662.0","634,743.3"
Chile,Carbonates,Off-trade Volume,million litres,-,"2,231.3","2,031.7","2,206.4","2,270.6","2,605.2","2,543.3","2,561.0"
Chile,Carbonates,Off-trade Value RSP,CLP million,Current Prices,"1,300,342.2","1,421,786.0","1,374,518.5","1,442,249.1","1,645,011.3","1,718,980.9","1,815,843.7"
Chile,Regular Carbonates,Off-trade Volume,million litres,-,"1,755.3","1,546.6","1,760.2","1,841.1","2,111.0","2,058.2","2,035.2"
Chile,Regular Carbonates,Off-trade Value RSP,CLP million,Current Prices,"1,001,905.3","1,105,677.9","1,081,722.0","1,177,830.2","1,331,633.0","1,391,122.0","1,435,770.3"
Chile,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,476.0,485.0,446.3,429.5,494.2,485.1,525.8
Chile,Reduced Sugar Carbonates,Off-trade Value RSP,CLP million,Current Prices,"298,436.9","316,108.1","292,796.5","264,418.8","313,378.4","327,858.9","380,073.4"
Chile,Concentrates,Off-trade Volume,million litres,-,24.7,24.9,5.8,3.3,2.5,2.9,2.9
Chile,Concentrates,Off-trade Value RSP,CLP million,Current Prices,"137,110.8","130,381.1","107,199.7","110,836.1","89,696.5","95,409.8","100,315.8"
Chile,Juice,Off-trade Volume,million litres,-,389.8,397.1,402.1,318.9,409.9,508.6,517.4
Chile,Juice,Off-trade Value RSP,CLP million,Current Prices,"314,102.5","322,261.8","335,106.3","266,837.1","356,678.7","491,418.4","544,803.8"
Chile,RTD Coffee,Off-trade Volume,million litres,-,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Chile,RTD Coffee,Off-trade Value RSP,CLP million,Current Prices,689.9,447.9,169.9,106.7,59.9,55.6,55.0
Chile,RTD Tea,Off-trade Volume,million litres,-,12.0,13.4,13.8,8.3,12.2,15.4,15.8
Chile,RTD Tea,Off-trade Value RSP,CLP million,Current Prices,"16,452.0","17,502.5","17,739.4","12,175.9","19,039.2","26,472.5","29,433.9"
Chile,Energy Drinks,Off-trade Volume,million litres,-,38.8,46.8,53.4,62.9,89.2,116.9,142.5
Chile,Energy Drinks,Off-trade Value RSP,CLP million,Current Prices,"145,602.2","167,519.6","193,952.5","242,238.1","345,967.6","492,005.3","565,493.2"
Chile,Sports Drinks,Off-trade Volume,million litres,-,46.6,51.5,53.9,55.3,93.9,107.8,120.4
Chile,Sports Drinks,Off-trade Value RSP,CLP million,Current Prices,"49,909.6","56,619.0","58,788.0","64,353.0","103,388.9","132,199.4","160,002.9"
Chile,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Chile,Asian Speciality Drinks,Off-trade Value RSP,CLP million,Current Prices,-,-,-,-,-,-,-
Colombia,HW Soft Drinks,Retail Volume,million litres,-,601.0,607.8,620.4,651.3,724.1,745.5,754.2
Colombia,HW Soft Drinks,Retail Value RSP,COP billion,Current Prices,"2,630.4","2,534.5","2,663.4","2,775.0","3,142.0","3,365.9","3,553.5"
Colombia,Soft Drinks,Off-trade Volume,million litres,-,"4,105.3","4,199.6","4,244.3","3,878.3","4,341.3","4,938.8","5,005.1"
Colombia,Soft Drinks,Off-trade Value RSP,COP billion,Current Prices,"10,346.2","10,715.9","11,018.7","10,468.8","11,987.4","15,064.7","16,202.9"
Colombia,Bottled Water,Off-trade Volume,million litres,-,"1,159.2","1,216.8","1,200.4","1,032.5","1,148.7","1,258.1","1,301.1"
Colombia,Bottled Water,Off-trade Value RSP,COP billion,Current Prices,"2,033.4","2,147.2","2,185.2","1,953.2","2,270.1","2,821.4","3,075.1"
Colombia,Carbonates,Off-trade Volume,million litres,-,"2,184.5","2,247.1","2,323.7","2,147.7","2,357.3","2,669.7","2,707.0"
Colombia,Carbonates,Off-trade Value RSP,COP billion,Current Prices,"4,843.3","5,189.6","5,419.2","5,260.6","5,843.9","7,185.5","7,734.7"
Colombia,Regular Carbonates,Off-trade Volume,million litres,-,"2,084.4","2,140.4","2,209.0","2,034.3","2,236.1","2,538.7","2,574.1"
Colombia,Regular Carbonates,Off-trade Value RSP,COP billion,Current Prices,"4,596.7","4,929.3","5,134.0","4,969.2","5,522.3","6,813.2","7,333.0"
Colombia,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,100.0,106.7,114.7,113.4,121.3,131.0,132.9
Colombia,Reduced Sugar Carbonates,Off-trade Value RSP,COP billion,Current Prices,246.6,260.4,285.2,291.4,321.5,372.3,401.7
Colombia,Concentrates,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Colombia,Concentrates,Off-trade Value RSP,COP billion,Current Prices,264.0,266.7,272.2,295.9,297.5,291.0,292.3
Colombia,Juice,Off-trade Volume,million litres,-,568.6,548.1,534.9,506.3,589.6,699.5,656.0
Colombia,Juice,Off-trade Value RSP,COP billion,Current Prices,"2,187.5","2,141.4","2,181.1","1,954.3","2,266.4","2,957.8","2,979.9"
Colombia,RTD Coffee,Off-trade Volume,million litres,-,0.1,0.4,0.2,0.1,0.1,0.1,0.1
Colombia,RTD Coffee,Off-trade Value RSP,COP billion,Current Prices,1.1,4.3,2.3,1.2,1.4,1.6,1.6
Colombia,RTD Tea,Off-trade Volume,million litres,-,54.8,45.0,35.8,27.5,34.7,41.2,39.9
Colombia,RTD Tea,Off-trade Value RSP,COP billion,Current Prices,219.6,176.8,141.3,109.0,148.8,191.7,197.5
Colombia,Energy Drinks,Off-trade Volume,million litres,-,73.0,74.2,74.5,90.1,123.6,157.6,183.2
Colombia,Energy Drinks,Off-trade Value RSP,COP billion,Current Prices,505.7,502.3,514.8,578.4,771.7,"1,052.1","1,298.6"
Colombia,Sports Drinks,Off-trade Volume,million litres,-,65.1,68.1,74.8,74.2,87.2,112.6,117.8
Colombia,Sports Drinks,Off-trade Value RSP,COP billion,Current Prices,291.7,287.7,302.6,316.2,387.6,563.5,623.1
Colombia,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Colombia,Asian Speciality Drinks,Off-trade Value RSP,COP billion,Current Prices,-,-,-,-,-,-,-
Costa Rica,HW Soft Drinks - modelled,Retail Volume,million litres,-,133.7,138.5,142.8,146.4,149.5,158.3,165.2
Costa Rica,HW Soft Drinks - modelled,Retail Value RSP,CRC million,Current Prices,"184,164.5","197,761.8","210,587.2","218,919.6","230,517.7","250,178.5","265,584.7"
Costa Rica,Soft Drinks,Off-trade Volume,million litres,-,462.6,471.2,477.4,487.0,488.6,500.3,510.8
Costa Rica,Soft Drinks,Off-trade Value RSP,CRC billion,Current Prices,539.9,554.4,566.3,572.7,586.2,637.8,681.0
Costa Rica,Bottled Water,Off-trade Volume,million litres,-,63.4,65.1,67.0,69.8,71.7,73.0,74.5
Costa Rica,Bottled Water,Off-trade Value RSP,CRC billion,Current Prices,48.6,50.6,51.9,54.0,56.5,60.8,64.8
Costa Rica,Carbonates,Off-trade Volume,million litres,-,230.7,231.8,233.9,231.9,225.4,228.2,230.9
Costa Rica,Carbonates,Off-trade Value RSP,CRC billion,Current Prices,256.6,258.1,261.4,253.0,249.4,267.2,282.8
Costa Rica,Regular Carbonates - modelled,Off-trade Volume,million litres,-,214.9,215.4,216.3,212.0,203.6,204.8,205.8
Costa Rica,Regular Carbonates - modelled,Off-trade Value RSP,CRC billion,Current Prices,240.0,240.7,242.3,231.9,226.0,240.5,252.8
Costa Rica,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,15.7,16.4,17.6,20.0,21.7,23.4,25.1
Costa Rica,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,CRC billion,Current Prices,16.6,17.4,19.1,21.2,23.5,26.8,30.0
Costa Rica,Concentrates,Off-trade Volume,million litres,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Costa Rica,Concentrates,Off-trade Value RSP,CRC billion,Current Prices,24.2,24.4,24.8,25.3,26.1,27.7,29.0
Costa Rica,Juice,Off-trade Volume,million litres,-,97.0,100.2,103.4,109.1,112.8,116.4,119.9
Costa Rica,Juice,Off-trade Value RSP,CRC billion,Current Prices,115.7,121.3,127.0,134.5,142.0,155.0,167.0
Costa Rica,RTD Coffee,Off-trade Volume,million litres,-,0.8,0.8,0.9,0.8,0.8,0.8,0.8
Costa Rica,RTD Coffee,Off-trade Value RSP,CRC billion,Current Prices,2.3,2.5,2.7,2.6,2.7,2.8,3.0
Costa Rica,RTD Tea,Off-trade Volume,million litres,-,49.1,50.7,48.9,50.9,52.5,54.1,55.8
Costa Rica,RTD Tea,Off-trade Value RSP,CRC billion,Current Prices,53.0,55.2,53.4,55.3,58.1,63.3,68.3
Costa Rica,Energy Drinks,Off-trade Volume,million litres,-,11.8,12.5,13.2,14.0,14.8,17.0,17.8
Costa Rica,Energy Drinks,Off-trade Value RSP,CRC billion,Current Prices,28.9,31.1,33.4,35.7,38.7,47.0,51.4
Costa Rica,Sports Drinks,Off-trade Volume,million litres,-,6.8,7.0,7.2,7.4,7.6,7.8,7.9
Costa Rica,Sports Drinks,Off-trade Value RSP,CRC billion,Current Prices,10.6,11.2,11.7,12.2,12.8,13.9,14.8
Costa Rica,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Costa Rica,Asian Speciality Drinks,Off-trade Value RSP,CRC billion,Current Prices,-,-,-,-,-,-,-
Dominican Republic,HW Soft Drinks - modelled,Retail Volume,million litres,-,197.6,207.2,213.5,222.9,230.1,240.7,250.5
Dominican Republic,HW Soft Drinks - modelled,Retail Value RSP,DOP million,Current Prices,"17,624.7","19,145.4","20,507.5","21,974.4","22,815.7","23,906.6","25,285.5"
Dominican Republic,Soft Drinks,Off-trade Volume,million litres,-,"1,341.6","1,386.1","1,432.9","1,451.3","1,553.8","1,635.4","1,685.5"
Dominican Republic,Soft Drinks,Off-trade Value RSP,DOP million,Current Prices,"52,109.1","54,898.1","57,962.4","60,078.2","65,945.5","71,842.8","76,611.6"
Dominican Republic,Bottled Water,Off-trade Volume,million litres,-,504.0,523.1,543.8,566.6,584.3,603.1,623.3
Dominican Republic,Bottled Water,Off-trade Value RSP,DOP million,Current Prices,"9,233.8","9,944.6","10,733.0","11,588.4","12,810.0","13,717.1","14,611.3"
Dominican Republic,Carbonates,Off-trade Volume,million litres,-,675.9,695.4,715.9,706.1,788.2,847.8,871.1
Dominican Republic,Carbonates,Off-trade Value RSP,DOP million,Current Prices,"27,209.0","28,191.1","29,128.5","29,012.5","32,905.5","36,835.5","39,318.7"
Dominican Republic,Regular Carbonates - modelled,Off-trade Volume,million litres,-,644.1,662.2,681.5,675.3,754.4,814.1,837.3
Dominican Republic,Regular Carbonates - modelled,Off-trade Value RSP,DOP million,Current Prices,"25,846.7","26,803.0","27,666.3","27,940.0","31,621.8","35,262.8","37,694.9"
Dominican Republic,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,31.8,33.2,34.4,30.8,33.8,33.7,33.8
Dominican Republic,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,DOP million,Current Prices,"1,362.3","1,388.1","1,462.2","1,072.5","1,283.7","1,572.7","1,623.8"
Dominican Republic,Concentrates,Off-trade Volume,million litres,-,0.5,0.5,0.5,0.5,0.6,0.6,0.6
Dominican Republic,Concentrates,Off-trade Value RSP,DOP million,Current Prices,690.2,724.1,762.0,804.3,837.5,863.7,907.3
Dominican Republic,Juice,Off-trade Volume,million litres,-,108.6,112.9,117.4,122.1,124.5,127.9,133.5
Dominican Republic,Juice,Off-trade Value RSP,DOP million,Current Prices,"8,691.4","9,298.7","9,996.8","11,071.3","11,525.1","12,139.0","13,276.5"
Dominican Republic,RTD Coffee,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Dominican Republic,RTD Coffee,Off-trade Value RSP,DOP million,Current Prices,-,-,-,-,-,-,-
Dominican Republic,RTD Tea,Off-trade Volume,million litres,-,3.2,3.4,3.7,3.8,2.6,0.8,0.8
Dominican Republic,RTD Tea,Off-trade Value RSP,DOP million,Current Prices,334.2,370.8,411.0,442.8,320.1,103.7,117.1
Dominican Republic,Energy Drinks,Off-trade Volume,million litres,-,16.0,16.3,16.6,16.7,16.9,17.0,17.2
Dominican Republic,Energy Drinks,Off-trade Value RSP,DOP million,Current Prices,"3,007.7","3,157.3","3,318.3","3,407.1","3,536.0","3,682.1","3,704.5"
Dominican Republic,Sports Drinks,Off-trade Volume,million litres,-,33.4,34.5,35.0,35.3,36.9,38.2,39.0
Dominican Republic,Sports Drinks,Off-trade Value RSP,DOP million,Current Prices,"2,942.7","3,211.5","3,612.6","3,751.7","4,011.3","4,501.8","4,676.0"
Dominican Republic,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Dominican Republic,Asian Speciality Drinks,Off-trade Value RSP,DOP million,Current Prices,-,-,-,-,-,-,-
Ecuador,HW Soft Drinks - modelled,Retail Volume,million litres,-,463.3,507.4,529.7,476.9,506.9,562.6,583.6
Ecuador,HW Soft Drinks - modelled,Retail Value RSP,USD million,Current Prices,464.3,515.5,551.5,472.1,500.9,570.2,610.9
Ecuador,Soft Drinks,Off-trade Volume,million litres,-,"1,790.4","1,745.1","1,801.3","1,583.5","1,771.6","1,890.6","1,941.6"
Ecuador,Soft Drinks,Off-trade Value RSP,USD million,Current Prices,"1,560.6","1,556.9","1,594.1","1,363.3","1,521.1","1,646.2","1,772.5"
Ecuador,Bottled Water,Off-trade Volume,million litres,-,726.4,759.1,835.8,684.5,794.1,869.1,878.9
Ecuador,Bottled Water,Off-trade Value RSP,USD million,Current Prices,360.4,428.6,477.1,376.2,445.4,535.3,562.9
Ecuador,Carbonates,Off-trade Volume,million litres,-,835.5,766.3,756.6,710.2,762.4,779.2,801.6
Ecuador,Carbonates,Off-trade Value RSP,USD million,Current Prices,811.7,747.0,746.0,672.8,729.8,738.7,794.4
Ecuador,Regular Carbonates - modelled,Off-trade Volume,million litres,-,782.9,710.9,700.0,658.6,708.8,721.1,740.3
Ecuador,Regular Carbonates - modelled,Off-trade Value RSP,USD million,Current Prices,766.5,696.9,692.3,625.8,680.8,686.4,736.1
Ecuador,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,52.6,55.4,56.6,51.6,53.6,58.1,61.3
Ecuador,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,USD million,Current Prices,45.2,50.1,53.6,47.0,49.1,52.4,58.3
Ecuador,Concentrates,Off-trade Volume,million litres,-,1.3,1.3,1.3,1.5,1.3,1.4,1.4
Ecuador,Concentrates,Off-trade Value RSP,USD million,Current Prices,15.2,15.5,15.5,17.3,15.4,15.2,15.8
Ecuador,Juice,Off-trade Volume,million litres,-,107.5,103.1,105.5,93.1,93.4,106.0,111.7
Ecuador,Juice,Off-trade Value RSP,USD million,Current Prices,152.8,153.0,162.6,137.1,134.0,145.0,159.6
Ecuador,RTD Coffee,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Ecuador,RTD Coffee,Off-trade Value RSP,USD million,Current Prices,-,-,-,-,-,-,-
Ecuador,RTD Tea,Off-trade Volume,million litres,-,44.5,32.9,9.0,7.7,11.5,15.4,17.7
Ecuador,RTD Tea,Off-trade Value RSP,USD million,Current Prices,64.8,49.2,13.6,9.5,13.8,19.3,23.0
Ecuador,Energy Drinks,Off-trade Volume,million litres,-,17.6,21.0,27.6,22.8,28.8,31.9,33.2
Ecuador,Energy Drinks,Off-trade Value RSP,USD million,Current Prices,61.8,70.4,87.3,66.4,74.8,77.8,83.9
Ecuador,Sports Drinks,Off-trade Volume,million litres,-,57.6,61.3,65.5,63.6,80.0,87.6,97.1
Ecuador,Sports Drinks,Off-trade Value RSP,USD million,Current Prices,93.8,93.2,92.0,84.0,107.9,114.8,133.0
Ecuador,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Ecuador,Asian Speciality Drinks,Off-trade Value RSP,USD million,Current Prices,-,-,-,-,-,-,-
El Salvador,Soft Drinks,Off-trade Volume,million litres,-,"1,239.6","1,264.7","1,291.7","1,355.5","1,490.5","1,549.0","1,605.3"
El Salvador,Soft Drinks,Off-trade Value RSP,USD million,Current Prices,979.0,"1,009.9","1,043.3","1,025.4","1,214.2","1,368.5","1,472.0"
El Salvador,Bottled Water,Off-trade Volume,million litres,-,503.9,511.7,521.9,621.7,652.6,671.7,685.1
El Salvador,Bottled Water,Off-trade Value RSP,USD million,Current Prices,216.7,221.8,227.9,256.7,285.3,318.5,335.8
El Salvador,Carbonates,Off-trade Volume,million litres,-,550.6,564.2,577.3,543.0,640.9,675.7,712.5
El Salvador,Carbonates,Off-trade Value RSP,USD million,Current Prices,489.7,507.8,526.0,491.6,617.4,704.4,766.6
El Salvador,Regular Carbonates - modelled,Off-trade Volume,million litres,-,507.8,520.3,532.3,502.9,591.6,615.3,645.1
El Salvador,Regular Carbonates - modelled,Off-trade Value RSP,USD million,Current Prices,449.4,465.6,482.2,452.8,567.0,638.2,690.8
El Salvador,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,42.8,43.9,44.9,40.1,49.3,60.4,67.4
El Salvador,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,USD million,Current Prices,40.4,42.2,43.7,38.8,50.4,66.2,75.8
El Salvador,Concentrates,Off-trade Volume,million litres,-,4.0,4.0,4.0,4.1,4.2,4.2,4.2
El Salvador,Concentrates,Off-trade Value RSP,USD million,Current Prices,28.7,28.9,29.2,30.3,32.7,34.3,35.2
El Salvador,Juice,Off-trade Volume,million litres,-,144.7,147.3,149.7,151.5,152.8,156.0,159.1
El Salvador,Juice,Off-trade Value RSP,USD million,Current Prices,157.5,160.7,164.7,160.6,173.4,192.9,204.5
El Salvador,RTD Coffee,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
El Salvador,RTD Coffee,Off-trade Value RSP,USD million,Current Prices,-,-,-,-,-,-,-
El Salvador,RTD Tea,Off-trade Volume,million litres,-,9.1,9.3,9.5,7.1,6.2,7.0,8.2
El Salvador,RTD Tea,Off-trade Value RSP,USD million,Current Prices,16.2,16.6,17.1,12.5,11.7,14.8,17.8
El Salvador,Energy Drinks,Off-trade Volume,million litres,-,8.9,9.8,10.7,12.4,15.5,16.4,17.4
El Salvador,Energy Drinks,Off-trade Value RSP,USD million,Current Prices,21.8,24.2,26.8,30.8,40.7,46.7,51.0
